X	node	branch.length	label	isTip	x	y	branch	angle	x10	status	generalization	broader_gen	specific_species	X.1	lib	V2	status_count
2007	889	0.833590779	SRR3672741_4018_	TRUE	5.390161075	223	4.973365686	72.32432432	Sciurus_vulgaris_associated	novel	Rodent	Rodent	Sciurus_vulgaris_associated	Sciurus_vulgaris_associated	SRR3672741	GENOMIC	TRUE
2194	1082	0.382743791	SRR8379619Score_260.622_	TRUE	2.975899523	4	2.784527628	1.297297297	Triturus_ivanbureschi_associated	novel	Salamander	Other	Triturus_ivanbureschi_associated	Triturus_ivanbureschi_associated	SRR8379619	Other	TRUE
2194	1083	0.445188496	SRR8379619_65067_	TRUE	3.038344228	5	2.81574998	1.621621622	Triturus_ivanbureschi_associated	novel	Salamander	Other	Triturus_ivanbureschi_associated	Triturus_ivanbureschi_associated	SRR8379619	Other	TRUE
2197	1084	0.128615994	SRR24724859Score_266.687_	TRUE	3.105311917	8	3.04100392	2.594594595	Desmognathus_cheaha_associated	novel	Salamander	Other	Desmognathus_cheaha_associated	Desmognathus_cheaha_associated	SRR24724859	Other	TRUE
2196	1086	0.107133353	SRR24724941_48294_	TRUE	2.917625701	7	2.864059024	2.27027027	Desmognathus_kanawha_associated	novel	Salamander	Other	Desmognathus_kanawha_associated	Desmognathus_kanawha_associated	SRR24724941	GENOMIC	TRUE
2197	1085	0.164741368	SRR24725051_117114_	TRUE	3.141437291	9	3.059066607	2.918918919	Desmognathus_mavrokoilius_associated	novel	Salamander	Other	Desmognathus_mavrokoilius_associated	Desmognathus_mavrokoilius_associated	SRR24725051	GENOMIC	TRUE
2195	1087	0.07533903	SRR24725051_232888_	TRUE	2.829716879	6	2.792047364	1.945945946	Desmognathus_mavrokoilius_associated	novel	Salamander	Other	Desmognathus_mavrokoilius_associated	Desmognathus_mavrokoilius_associated	SRR24725051	GENOMIC	TRUE
1798	669	0.202287821	SRR14739427_12287_	TRUE	5.587031855	254	5.485887945	82.37837838	Spilogale_pygmaea_associated	novel	Skunk	Other	Spilogale_pygmaea_associated	Spilogale_pygmaea_associated	SRR14739427	GENOMIC	TRUE
1269	138	0.734145686	SRR20985014_1849650_	TRUE	5.964683924	762	5.59761108	247.1351351	Ursus_americanus_associated	novel	Ursine	Other	Ursus_americanus_associated	Ursus_americanus_associated	SRR20985014	Other	TRUE
1569	438	0.472079617	SRR7408270_4561_	TRUE	6.096611606	845	5.860571797	274.0540541	Ursus_arctos_associated	novel	Ursine	Other	Ursus_arctos_associated	Ursus_arctos_associated	SRR7408270	Other	TRUE
1810	679	0.157059225	SRR24465286_394658_	TRUE	6.009986013	263	5.931456401	85.2972973	Urocyon_cinereoargenteus_associated	novel	Vulpine	Other	Urocyon_cinereoargenteus_associated	Urocyon_cinereoargenteus_associated	SRR24465286	Other	TRUE
1246	115	0.145098405	ERR10447056_1195580_	TRUE	5.794674529	477	5.722125326	154.7027027	Vulpes_lagopus_associated	novel	Vulpine	Other	Vulpes_lagopus_associated	Vulpes_lagopus_associated	ERR10447056	GENOMIC	TRUE
